Token	Gold annotation	Candidates	Prediction	Gold ann in candidates?	Correct?	sent id	sent date
La Conversazione	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1453	#document_date:1825	B-opera
Artaserse	NIL	Q706159 Q706171 Q2879944 Q4797347 NIL	Q706159	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1453	#document_date:1825	B-opera
Mr. Sterndale Bennett	Q201164	Q201164	Q201164	True	True	#document_id:TheMusicalWorld__1844-006.txt_48	#document_date:1844	B-person
Rossini	Q9726	Q9726 Q3941641 Q3941643	Q3941641	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2506	#document_date:1825	B-person
A. Randegger	Q4712167	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_1201	#document_date:1876	B-person
T. A. Wallworth	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1201	#document_date:1876	B-person
Italy	Q38	Q977238 Q38 Q913582 Q838931 Q48742118 Q18087879 Q1125341 Q3708720 Q2604149 Q3677229 Q153660 Q172579 Q223936	Q913582	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2404	#document_date:1825	B-country
Trieste	Q546	Q543584 Q1971254 Q850157 Q893154 Q546 NIL Q16293 NIL	Q546	True	True	#document_id:TheHarmonicon__1828-001.txt_133	#document_date:1828	B-city
Turin	Q495	Q528184 Q2750961 Q572434 Q2239935 Q2779405 Q16287 Q7854947 Q3452617 Q495 Q1938221	Q1938221	True	False	#document_id:TheHarmonicon__1828-001.txt_133	#document_date:1828	B-city
Venice	Q641	Q7919964 Q16310 Q641 Q773853 Q21160189 Q57325 Q962040 Q4948 Q579637 Q607094 Q7919970 Q7919969 Q1955035 Q783335	Q16310	True	False	#document_id:TheHarmonicon__1828-001.txt_133	#document_date:1828	B-city
Thornhill	Q1681192	Q14875447 Q3070276 Q1681192 Q3778556 Q2481104 Q2206657 Q3525846 Q7796421 Q7796435 Q7796432 Q7796424 Q7796423 Q3525848	Q2481104	True	False	#document_id:TheHarmonicon__1832-012.txt_37	#document_date:1832	B-person
Prior	NIL	Q8015236 Q7245402 Q830337 Q849248	Q7245402	False	False	#document_id:TheHarmonicon__1832-012.txt_37	#document_date:1832	B-person
Grosvenor Choral Society	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1307	#document_date:1876	B-organization
Grosvenor Hall	Q5610643	Q4805004 NIL	Q4805004	False	False	#document_id:TheMusicalTimes__1876-402.txt_1307	#document_date:1876	B-building
Buckingham Palace Road	Q23891197	Q23891197 NIL	Q23891197	True	True	#document_id:TheMusicalTimes__1876-402.txt_1307	#document_date:1876	B-road
Charles V. et Dugueselin	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1828-001.txt_1831	#document_date:1828	B-opera
Agnes Drummond	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_1671	#document_date:1875	B-person
Josephine Pulham	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_1671	#document_date:1875	B-person
Marian Haigh	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_1671	#document_date:1875	B-person
Florence Wydford	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_1671	#document_date:1875	B-person
Henry Guy	NIL	Q5722339	Q5722339	False	False	#document_id:TheMusicalTimes__1875-388.txt_1671	#document_date:1875	B-person
Theodore Distin	Q76098551	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_1671	#document_date:1875	B-person
E. Stone	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_1671	#document_date:1875	B-person
Thurley Beale	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_1671	#document_date:1875	B-person
Almanach général de tous les spectacles	Q3235618	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-029.txt_89	#document_date:1843	B-publication
England	Q21	Q21 Q1467810 Q47762 Q11755949 Q1087692 Q2251971 Q179876 Q79282 Q5377960 Q552608	Q1467810	True	False	#document_id:TheMusicalWorld__1844-006.txt_577	#document_date:1844	B-country
Mrs. Shaw	Q3291051	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-038.txt_419	#document_date:1843	B-person
No . 17	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-038.txt_419	#document_date:1843	B-music
Lives of the Professors of Gresham College	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_2038	#document_date:1876	B-book
Dr. J. Bull	Q511463	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_2038	#document_date:1876	B-person
Mendelssohn	Q46096	Q16225590 Q41783627 Q48796795 Q46096	Q41783627	True	False	#document_id:TheMusicalTimes__1873-366.txt_1504	#document_date:1873	B-person
Air Suisse	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_387	#document_date:1828	B-music
H. Herz	Q572547	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_387	#document_date:1828	B-person
London	Q84	Q6669774 Q1785229 Q3959711 Q5273606 Q20657974 Q935090 Q28868399 Q261303 Q14710970 Q1137312 Q3836562 Q45765 Q3836563 Q10569133 Q6669769 Q6669738 Q6669771 Q1001456 Q3836565 Q23306 Q7239605 Q60578265 Q1442133 Q783669 Q6669761 Q3061911 Q750084 Q1431928 Q1749384 Q6669767 Q1449564 Q5633181 Q6669736 Q6669757 Q79348 Q6669763 Q28163686 Q5123767 Q96239426 Q16001535 Q3258936 Q3284727 Q15056579 Q1363808 Q2477346 Q24045410 Q6669759 Q1749569 Q84 Q6669754 Q92561	Q84	True	True	#document_id:TheMusicalWorld__1843-038.txt_662	#document_date:1843	B-city
Bath	Q22889	Q4256956 Q321465 Q495165 Q4868872 Q4868880 Q4868882 Q227068 Q2891223 Q190771 Q368500 Q2061009 Q1132060 Q547581 Q2014445 Q2310698 Q507197 Q4868874 Q2704525 Q4868877 Q486060 Q5645819 Q22889 Q1075440 Q5388306 Q152095 Q810784	Q22889	True	True	#document_id:TheMusicalWorld__1843-038.txt_662	#document_date:1843	B-city
Bristol	Q23154	Q23154 Q5635141 Q917809 Q917802 Q4968744 Q4968880 Q14691888 Q734001 Q27392 Q8725 Q654907 Q5631683 Q5734065 Q1894725 Q4968760 Q3010501 Q54262 Q5734059 Q755149 Q4968737 Q503366 Q4968767 Q54082 Q4968761 Q4968762 Q14713980 Q2925666 Q3709271 Q5631682 Q1564445 Q4968770 Q8005904 Q2740437 Q5631684 Q21973726 Q4968735 Q568950 Q1132588 Q1871330 Q2417347 Q1861296 Q16301236 Q19460676 Q4968765 Q3708405 Q917821	Q23154	True	True	#document_id:TheMusicalWorld__1843-038.txt_662	#document_date:1843	B-city
Italy	Q38	Q977238 Q38 Q913582 Q838931 Q48742118 Q18087879 Q1125341 Q3708720 Q2604149 Q3677229 Q153660 Q172579 Q223936	Q38	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1008	#document_date:1828	B-country
Dr. Anslem Bayly	Q4770596	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3868	#document_date:1824	B-person
Chapels Royal	Q1062692	Q1062692 NIL	Q1062692	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3868	#document_date:1824	B-organization
Charles Phillippe Lafont	Q517502	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1912	#document_date:1825	B-person
Milan	Q490	Q6850732 Q15072855 Q1856043 Q965421 Q6850486 Q1576645 Q6850477 Q1022976 Q6850484 Q1902842 Q1934225 Q18288155 Q1076681 Q3505712 Q1014181 Q490 Q6850475 Q60853 Q1924803 Q415125 Q2101493 Q16387015 Q1463375 Q1645063 Q48744237 Q6850490 Q17495781 Q2418146 Q2752635 Q1934180 Q3250367 Q44147345 Q3313978 Q16029857 Q3314003 Q5851811	Q490	True	True	#document_id:TheHarmonicon__1832-012.txt_1890	#document_date:1832	B-city
Scala	Q5471	Q7429658 Q4853385 Q465584 Q4049104 Q41353496 Q81681 Q3516763 Q7429657 Q25171575 Q460584 Q4038210 Q5471	Q7429657	True	False	#document_id:TheHarmonicon__1832-012.txt_1890	#document_date:1832	B-theater
Cannobiano	Q3982039	NIL	NIL	False	False	#document_id:TheHarmonicon__1832-012.txt_1890	#document_date:1832	B-theater
Beethoven	Q255	Q48666 Q54857991 Q144207 Q754892 Q30598237 Q2566764 Q3548656 Q15060271 Q17509039 Q255 Q3637435 Q65088211	Q255	True	True	#document_id:TheHarmonicon__1832-012.txt_1860	#document_date:1832	B-person
Don Juan	Q192039	Q5296212 Q5292867 Q3035805 Q25206298 Q5292862 Q179485 Q5292866 Q210372 Q192039 Q1245187 Q5292863 Q3035808 Q2570819 Q475060 Q5292865	Q5292865	True	False	#document_id:TheHarmonicon__1832-012.txt_1860	#document_date:1832	B-opera
Reissiger	Q213894	NIL	NIL	False	False	#document_id:TheHarmonicon__1832-012.txt_1860	#document_date:1832	B-person
Felsenmithle	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1832-012.txt_1860	#document_date:1832	B-music
James Epps and Co.	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_169	#document_date:1873	B-company
Euston - road	Q3308692	NIL	NIL	False	False	#document_id:TheMusicalTimes__1873-366.txt_169	#document_date:1873	B-road
F.W. Horn- castle	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_4669	#document_date:1828	B-person
Venice	Q641	Q7919964 Q16310 Q641 Q773853 Q21160189 Q57325 Q962040 Q4948 Q579637 Q607094 Q7919970 Q7919969 Q1955035 Q783335	Q641	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2308	#document_date:1825	B-city
Gasparini	Q446955	Q451345 NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2308	#document_date:1825	B-person
Lotti	Q168345	Q670135 Q21449036	Q21449036	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2308	#document_date:1825	B-person
Manchester	Q18125	Q9027296 Q5991057 Q2326485 Q955441 Q22058503 Q6747244 Q3460678 Q1905654 Q2431832 Q1012255 Q672994 Q18125 Q753909 Q6747252 Q1903087 Q6747228 Q6747253 Q6747249 Q2166304 Q926155 Q11690424 Q1023490 Q6747240 Q2668469 Q920496 Q657748 Q12061461 Q8694 Q6747234 Q6747225 Q2269252 Q48370 Q6747229 Q1502741 Q6747478 Q755118 Q6747241 Q28428470 Q1183052 Q588282 Q2074582 Q2187247 Q6747251 Q5656361 Q6747254 Q5635233 Q6747250 Q1657590	Q18125	True	True	#document_id:TheMusicalWorld__1843-038.txt_63	#document_date:1843	B-city
Handel	Q7302	Q7302 Q3696641 Q2317222 Q5628941	Q7302	True	True	#document_id:TheMusicalTimes__1876-397.txt_1047	#document_date:1876	B-person
Gounod	Q180278	Q180278 NIL	Q180278	True	True	#document_id:DwightSJournalOfMusic__1868-012.txt_732	#document_date:1868	B-person
Germany	Q183	Q157682 Q2129498 Q41304 Q37285 Q22006587 Q183 Q7318 Q16957 Q833872 Q1350565 Q18633317 Q713750 NIL	Q183	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3672	#document_date:1828	B-country
Italy	Q38	Q977238 Q38 Q913582 Q838931 Q48742118 Q18087879 Q1125341 Q3708720 Q2604149 Q3677229 Q153660 Q172579 Q223936	Q38	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3672	#document_date:1828	B-country
London	Q84	Q6669774 Q1785229 Q3959711 Q5273606 Q20657974 Q935090 Q28868399 Q261303 Q14710970 Q1137312 Q3836562 Q45765 Q3836563 Q10569133 Q6669769 Q6669738 Q6669771 Q1001456 Q3836565 Q23306 Q7239605 Q60578265 Q1442133 Q783669 Q6669761 Q3061911 Q750084 Q1431928 Q1749384 Q6669767 Q1449564 Q5633181 Q6669736 Q6669757 Q79348 Q6669763 Q28163686 Q5123767 Q96239426 Q16001535 Q3258936 Q3284727 Q15056579 Q1363808 Q2477346 Q24045410 Q6669759 Q1749569 Q84 Q6669754 Q92561	Q1137312	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3844	#document_date:1824	B-city
Allegretto Scherzando con Brio	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_2120	#document_date:1826	B-music
Fenzi	NIL	Q943163	Q943163	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	#document_date:1828	B-person
Studii of Palestrina	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1641	#document_date:1824	B-book
Rome	Q220	Q7362960 Q7362950 Q70479284 Q6580 Q3441174 Q3283087 Q7362946 Q575847 Q7362947 Q7362951 Q3448522 Q8415 Q48800771 Q17167 Q3459993 Q220 Q22058544 Q953033 Q1925709 Q2673079 Q209344 Q4111647 Q1180902 Q19895547 Q3097442 Q20710790 Q15119 Q4436325 Q3478055 Q1558632 Q952870 Q209878 Q16232374 Q6586 Q7362948 Q1614750	Q22058544	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1641	#document_date:1824	B-city
Dr. Burney	Q547002	Q547002	Q547002	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1641	#document_date:1824	B-person
Forde	NIL	Q2973572 Q1780577 Q520022 Q16869989	Q16869989	False	False	#document_id:TheMusicalWorld__1844-006.txt_346	#document_date:1844	B-person
Rossini	Q9726	Q9726 Q3941641 Q3941643	Q3941641	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1436	#document_date:1828	B-person
Naples	Q2634	Q3870228 Q976503 Q598334 Q3460629 Q579986 Q15123 Q173065 Q2634 Q6964958 Q257830 Q2361169 Q482396 Q849383 Q6964959	Q2634	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1436	#document_date:1828	B-city
Messiah	Q207732	Q6821947 Q85785025 Q112751 Q3855355 Q16238006 Q48816399 Q6821953 Q15052544 Q85785023 Q6821944 Q6821952 Q3855269 Q19363688 Q2255337 Q207732 Q51626 Q5421977 Q1542030 Q10328986 Q6821949	Q51626	True	False	#document_id:TheMusicalWorld__1843-038.txt_254	#document_date:1843	B-music
Counterpoint of the ancients and moderns	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1832-012.txt_1175	#document_date:1832	B-book
Gavinies	Q490205	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1788	#document_date:1825	B-person
Pugnani	Q560926	Q560926 NIL	Q560926	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1788	#document_date:1825	B-person
Gi- ardini	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1788	#document_date:1825	B-person
Van Malder	Q509130	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1788	#document_date:1825	B-person
Dominico Ferrari	Q1237139	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1788	#document_date:1825	B-person
Roller and Blanchet	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1828-001.txt_931	#document_date:1828	B-company
Concordia	NIL	Q1124106 Q1441793 Q5158940 Q52578 Q5194284 Q746321 Q749798 Q509745 Q5155178 Q5158955 Q2992091 Q5158997 Q777389 Q1913996 Q5158942 Q953335 Q155659 Q1615564 Q1124139 Q19600749 Q2670945 Q5158946 Q5259727 Q5158944 Q326342 Q1124225 Q31442275 Q2095830 Q2393688	Q2670945	False	False	#document_id:TheMusicalTimes__1875-388.txt_19	#document_date:1875	B-magazine
J. Barney	NIL	Q6281352 NIL	Q6281352	True	False	#document_id:TheMusicalTimes__1875-388.txt_19	#document_date:1875	B-person
Rossini	Q9726	Q9726 Q3941641 Q3941643	Q3941641	True	False	#document_id:TheHarmonicon__1828-001.txt_447	#document_date:1828	B-person
Ricordi	Q3107325	Q1046463 Q3935131 Q3709316	Q3935131	False	False	#document_id:TheHarmonicon__1828-001.txt_447	#document_date:1828	B-person
Milan	Q490	Q6850732 Q15072855 Q1856043 Q965421 Q6850486 Q1576645 Q6850477 Q1022976 Q6850484 Q1902842 Q1934225 Q18288155 Q1076681 Q3505712 Q1014181 Q490 Q6850475 Q60853 Q1924803 Q415125 Q2101493 Q16387015 Q1463375 Q1645063 Q48744237 Q6850490 Q17495781 Q2418146 Q2752635 Q1934180 Q3250367 Q44147345 Q3313978 Q16029857 Q3314003 Q5851811	Q490	True	True	#document_id:TheHarmonicon__1828-001.txt_447	#document_date:1828	B-city
Royal Albert Hall	Q193639	Q193639 NIL	Q193639	True	True	#document_id:TheMusicalTimes__1873-366.txt_58	#document_date:1873	B-building
Hallfield - place	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_58	#document_date:1873	B-road
Bradford	Q22905	Q4954547 Q488687 Q16538761 Q280278 Q3708261 Q22905 Q896965 Q4954574 Q4954575 Q2471006 Q22076421 Q4954549 Q4954552 Q8005829 Q7867820 Q156577 Q16969115 Q4954551 Q1658287 Q896936 Q4954548 Q2065378 Q4954678 Q2512470 Q4954540 Q4954571 Q4954541 Q273027 Q2078452 Q79313 Q48879 Q2417112 Q16860328 Q2834810 Q3450518 Q3239071 Q662409	Q22905	True	True	#document_id:TheMusicalTimes__1873-366.txt_58	#document_date:1873	B-city
Yorks	Q163	Q163	Q163	True	True	#document_id:TheMusicalTimes__1873-366.txt_58	#document_date:1873	B-county
Hippolyte et Arcie	Q1376211	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-038.txt_136	#document_date:1843	B-work-of-art
trio of the Fates	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-038.txt_136	#document_date:1843	B-music
Rameau	Q1145	Q1145 Q2102884	Q1145	True	True	#document_id:TheMusicalWorld__1843-038.txt_136	#document_date:1843	B-person
Garibaldi	Q539	Q1147620 Q586851 Q385465 Q993548 Q55074771 Q18714104 Q1338609 Q3758347 Q2359224 Q7930345 Q3758342 Q539 Q3758346	Q3758346	True	False	#document_id:DwightSJournalOfMusic__1873-016.txt_742	#document_date:1873	B-person
Marsala	Q481514	Q842052 Q481514 Q3589084	Q481514	True	True	#document_id:DwightSJournalOfMusic__1873-016.txt_742	#document_date:1873	B-city
Miss Stephens	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3630	#document_date:1828	B-person
Mr. H. Keeton	Q1438256	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_22	#document_date:1876	B-person
Annie Albu	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1172	#document_date:1876	B-person
Amy Aylward	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1172	#document_date:1876	B-person
Agnes Larkcom	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1172	#document_date:1876	B-person
Naples	Q2634	Q3870228 Q976503 Q598334 Q3460629 Q579986 Q15123 Q173065 Q2634 Q6964958 Q257830 Q2361169 Q482396 Q849383 Q6964959	Q2634	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1478	#document_date:1828	B-city
Berliz	Q64	NIL	NIL	False	False	#document_id:TheMusicalTimes__1873-366.txt_993	#document_date:1873	B-city
Mr. Clifton	Q6224338	Q1520296 Q17509986 Q5133125 Q254428 Q5133166 Q5133129 Q3680711 Q5133132 Q5133164 Q5133147 Q5133134 Q982843 Q16890435 Q1868347 Q5133189 Q246623 Q5133151 Q18206021 Q5133136 Q5133149 Q14690236 Q2418714 Q963695 Q2376216 Q5133133 Q5133126 Q5133127 Q1374067 Q5133143 Q2240808 Q3338975 Q2979111 Q5133152 Q5133169 Q2671816 Q5133160 Q1511100 Q5133163 Q2979102 Q5133131 Q1101367 Q5133148 Q5133130 Q691583 Q3450714 Q14712185 Q59526 Q5537977 Q5133162 Q5133137 Q5133139 Q2979103	Q1520296	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	#document_date:1824	B-person
Mr. Eavestaff	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	#document_date:1824	B-person
Mr. Banister	NIL	Q1375875 Q2051212 Q658386	Q2051212	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	#document_date:1824	B-person
Barbaja	Q908235	NIL	NIL	False	False	#document_id:TheHarmonicon__1824-016.txt_1800	#document_date:1824	B-person
San Carlo	Q628491	NIL Q1617516 Q688432 NIL	Q1617516	False	False	#document_id:TheHarmonicon__1824-016.txt_1800	#document_date:1824	B-theatre
N.C. Bochsa	Q251397	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_294	#document_date:1825	B-person
Briderkizche	NIL	NIL	NIL	True	True	#document_id:DwightSJournalOfMusic__1868-012.txt_990	#document_date:1868	B-building
Rachel	NIL	Q267985 Q2437149 Q380872 Q3180957 Q25209554 Q16983918 Q4407069 Q581353 Q439504 Q3503170 Q548365 Q1373418 Q935489 Q241180 Q7279126 Q23035199 Q207389 Q13443199 NIL Q1536966 Q2567497 NIL	Q581353	True	False	#document_id:TheMusicalWorld__1844-006.txt_526	#document_date:1844	B-person
London	Q84	Q6669774 Q1785229 Q3959711 Q5273606 Q20657974 Q935090 Q28868399 Q261303 Q14710970 Q1137312 Q3836562 Q45765 Q3836563 Q10569133 Q6669769 Q6669738 Q6669771 Q1001456 Q3836565 Q23306 Q7239605 Q60578265 Q1442133 Q783669 Q6669761 Q3061911 Q750084 Q1431928 Q1749384 Q6669767 Q1449564 Q5633181 Q6669736 Q6669757 Q79348 Q6669763 Q28163686 Q5123767 Q96239426 Q16001535 Q3258936 Q3284727 Q15056579 Q1363808 Q2477346 Q24045410 Q6669759 Q1749569 Q84 Q6669754 Q92561	Q84	True	True	#document_id:TheMusicalWorld__1844-006.txt_526	#document_date:1844	B-city
St. James ’s Theatre	Q7593475	NIL	NIL	False	False	#document_id:TheMusicalWorld__1844-006.txt_526	#document_date:1844	B-theatre
Mr. Matthews ’s Choral Society	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2051	#document_date:1875	B-organization
Signor Sabastiani	Q109802688	NIL	NIL	False	False	#document_id:TheHarmonicon__1828-001.txt_1889	#document_date:1828	B-person
St. Carlo	Q628491	NIL	NIL	False	False	#document_id:TheHarmonicon__1828-001.txt_1889	#document_date:1828	B-theater
Naples	Q2634	Q3870228 Q976503 Q598334 Q3460629 Q579986 Q15123 Q173065 Q2634 Q6964958 Q257830 Q2361169 Q482396 Q849383 Q6964959	Q2634	True	True	#document_id:TheHarmonicon__1828-001.txt_1889	#document_date:1828	B-city
